taxonIdVerbatim,scientificNameVerbatim,resolvedTaxonId,resolvedTaxonName,parentTaxonId,family,phylum,traitIdVerbatim,traitNameVerbatim,bucketId,bucketName,counts,datasetId,numberOfRecords,curator,accessDate,comment,relationName,resolvedExternalId,resolvedName,resolvedRank,resolvedCommonNames,resolvedPath,resolvedPathIds,resolvedPathNames,resolvedExternalUrl,resolveKingdomName,resolvedPhylumName,resolvedFamilyName,providedTraitName,resolvedTraitName
,Acanthixalus sonjae,,,,,,,Dir,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CQQ,Acanthixalus sonjae,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus sonjae,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CQQ,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CQQ,Animalia,Chordata,Hyperoliidae,Dir,Dir
,Acanthixalus sonjae,,,,,,,Lar,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CQQ,Acanthixalus sonjae,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus sonjae,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CQQ,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CQQ,Animalia,Chordata,Hyperoliidae,Lar,Lar
,Acanthixalus sonjae,,,,,,,Viv,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CQQ,Acanthixalus sonjae,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus sonjae,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CQQ,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CQQ,Animalia,Chordata,Hyperoliidae,Viv,Viv
,Acanthixalus spinosus,,,,,,,Ter,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Ter,Ter
,Acanthixalus spinosus,,,,,,,Aqu,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Aqu,Aqu
,Acanthixalus spinosus,,,,,,,Arb,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Arb,Arb
,Acanthixalus spinosus,,,,,,,Noc,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Noc,Noc
,Acanthixalus spinosus,,,,,,,Body_size_mm,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Body_size_mm,Body_size_mm
,Acanthixalus spinosus,,,,,,,Litter_size_min_n,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Litter_size_min_n,Litter_size_min_n
,Acanthixalus spinosus,,,,,,,Litter_size_max_n,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Litter_size_max_n,Litter_size_max_n
,Acanthixalus spinosus,,,,,,,Reproductive_output_y,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Reproductive_output_y,Reproductive_output_y
,Acanthixalus spinosus,,,,,,,Offspring_size_min_mm,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Offspring_size_min_mm,Offspring_size_min_mm
,Acanthixalus spinosus,,,,,,,Offspring_size_max_mm,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Offspring_size_max_mm,Offspring_size_max_mm
,Acanthixalus spinosus,,,,,,,Dir,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Dir,Dir
,Acanthixalus spinosus,,,,,,,Lar,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Lar,Lar
,Acanthixalus spinosus,,,,,,,Viv,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:64CR2,Acanthixalus spinosus,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hyperoliidae | Acanthixalus | Acanthixalus spinosus,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:624W2 | COL:M2Q | COL:64CR2,unranked | kingdom | phylum | class | order | family | genus | species,https://www.catalogueoflife.org/data/taxon/64CR2,Animalia,Chordata,Hyperoliidae,Viv,Viv
,Acris blanchardi,,,,,,,Ter,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Ter,Ter
,Acris blanchardi,,,,,,,Aqu,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Aqu,Aqu
,Acris blanchardi,,,,,,,Arthro,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Arthro,Arthro
,Acris blanchardi,,,,,,,Diu,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Diu,Diu
,Acris blanchardi,,,,,,,Wet_cold,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Wet_cold,Wet_cold
,Acris blanchardi,,,,,,,Body_mass_g,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Body_mass_g,Body_mass_g
,Acris blanchardi,,,,,,,Body_size_mm,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Body_size_mm,Body_size_mm
,Acris blanchardi,,,,,,,Longevity_max_y,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Longevity_max_y,Longevity_max_y
,Acris blanchardi,,,,,,,Litter_size_min_n,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Litter_size_min_n,Litter_size_min_n
,Acris blanchardi,,,,,,,Litter_size_max_n,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Litter_size_max_n,Litter_size_max_n
,Acris blanchardi,,,,,,,Reproductive_output_y,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Reproductive_output_y,Reproductive_output_y
,Acris blanchardi,,,,,,,Offspring_size_min_mm,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Offspring_size_min_mm,Offspring_size_min_mm
,Acris blanchardi,,,,,,,Offspring_size_max_mm,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKH,Acris blanchardi,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris blanchardi,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKH,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKH,Animalia,Chordata,Hylidae,Offspring_size_max_mm,Offspring_size_max_mm
,Acris crepitans,,,,,,,Ter,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKJ,Acris crepitans,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris crepitans,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKJ,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKJ,Animalia,Chordata,Hylidae,Ter,Ter
,Acris crepitans,,,,,,,Aqu,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKJ,Acris crepitans,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris crepitans,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKJ,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKJ,Animalia,Chordata,Hylidae,Aqu,Aqu
,Acris crepitans,,,,,,,Arb,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKJ,Acris crepitans,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris crepitans,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKJ,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKJ,Animalia,Chordata,Hylidae,Arb,Arb
,Acris crepitans,,,,,,,Arthro,,,,https://opentraits.org/datasets/amphi-bio,1,https://opentraits.org/members/alexander-keller,2022-08-11,,HAS_ACCEPTED_NAME,COL:9KKJ,Acris crepitans,species,,Biota | Animalia | Chordata | Amphibia | Anura | Hylidae | Acridinae | Acris | Acris crepitans,COL:5T6MX | COL:N | COL:CH2 | COL:PH | COL:PW | COL:B9H | COL:J3M | COL:627SP | COL:9KKJ,unranked | kingdom | phylum | class | order | family | subfamily | genus | species,https://www.catalogueoflife.org/data/taxon/9KKJ,Animalia,Chordata,Hylidae,Arthro,Arthro
